#,Date Time,precipitation Counts (#),Temp (°C) c:2,RH (%) c:3,Wind Speed (m/s) c:5,Gust Speed (m/s) c:6,Wind Direction (ø) c:7,Pressure (mbar) c:8,Water Content (m³/m³) c:9,Batt (V)
729,05/10/12 05:16:37,0.00,18.295,93.800,0.37,1.67,2.8,975.050,0.3688,4.321
730,05/10/12 05:31:37,0.00,18.461,94.000,0.56,1.30,4.2,974.950,0.3688,4.321
731,05/10/12 05:46:37,0.00,18.913,92.100,0.93,2.60,59.0,975.250,0.3683,4.321
732,05/10/12 06:01:37,0.00,18.937,91.600,1.11,3.15,66.0,974.950,0.3683,4.321
733,05/10/12 06:16:37,0.00,18.937,91.200,1.11,2.60,71.6,974.850,0.3683,4.321
734,05/10/12 06:31:37,0.00,18.913,91.400,0.93,2.23,57.6,974.950,0.3683,4.321
735,05/10/12 06:46:37,0.00,18.580,92.500,0.37,1.67,91.3,974.750,0.3677,4.321
736,05/10/12 07:01:37,0.00,18.937,91.900,0.93,2.78,85.6,974.450,0.3683,4.321
737,05/10/12 07:16:37,0.00,19.318,90.900,1.30,3.15,92.7,974.650,0.3677,4.363
738,05/10/12 07:31:37,0.00,19.651,90.300,1.30,3.34,92.7,974.750,0.3677,4.406
739,05/10/12 07:46:37,0.00,20.269,88.400,1.30,2.78,99.7,975.050,0.3677,4.381
740,05/10/12 08:01:37,0.00,20.103,88.800,1.48,3.90,102.5,974.950,0.3677,4.418
741,05/10/12 08:16:37,0.00,20.341,89.000,1.86,4.45,127.8,974.850,0.3683,4.363
742,05/10/12 08:31:37,0.00,20.341,89.400,1.67,3.90,119.3,974.650,0.3683,4.381
743,05/10/12 08:46:37,0.00,20.388,89.600,1.67,3.90,124.9,974.550,0.3677,4.381
744,05/10/12 09:01:37,0.00,20.269,90.100,1.67,3.90,137.6,974.850,0.3677,4.369
745,05/10/12 09:16:37,0.00,20.269,90.700,1.67,3.90,137.6,974.650,0.3683,4.393
746,05/10/12 09:31:37,0.00,20.174,91.500,2.04,4.08,116.5,974.450,0.3683,4.369
747,05/10/12 09:46:37,2.00,19.936,92.700,2.41,5.57,137.6,975.050,0.3694,4.393
748,05/10/12 10:01:37,0.00,19.912,94.100,1.11,3.34,141.8,975.350,0.3694,4.363
749,05/10/12 10:16:37,1.00,19.984,94.800,1.30,3.15,151.6,976.250,0.3699,4.393
750,05/10/12 10:31:37,2.00,20.007,95.200,0.74,2.97,158.6,976.450,0.3711,4.363
751,05/10/12 10:46:37,5.00,19.841,95.900,1.11,2.41,143.2,975.950,0.3734,4.381
752,05/10/12 11:01:37,3.00,19.865,96.600,0.74,1.67,89.9,975.650,0.3780,4.363
753,05/10/12 11:16:37,2.00,19.841,96.500,0.93,2.78,92.7,975.850,0.3822,4.375
754,05/10/12 11:31:37,3.00,19.912,96.600,0.74,2.23,105.3,976.050,0.3859,4.393
755,05/10/12 11:46:37,3.00,19.770,96.900,0.74,2.78,96.9,975.450,0.3902,4.363
756,05/10/12 12:01:37,6.00,19.603,97.000,2.23,5.75,98.3,974.150,0.3964,4.375
757,05/10/12 12:16:37,4.00,19.698,97.200,1.11,4.27,122.1,974.850,0.4029,4.393
758,05/10/12 12:31:37,4.00,19.603,97.200,1.11,3.90,116.5,974.650,0.4095,4.363
759,05/10/12 12:46:37,4.00,19.579,97.300,2.04,6.12,122.1,973.850,0.4155,4.381
760,05/10/12 13:01:37,3.00,19.532,97.300,2.60,5.01,123.5,972.950,0.4174,4.363
761,05/10/12 13:16:37,0.00,19.508,97.100,3.34,6.68,143.2,973.350,0.4174,4.363
762,05/10/12 13:31:37,0.00,19.532,96.200,2.97,6.86,136.2,972.750,0.4162,4.400
763,05/10/12 13:46:37,0.00,19.413,96.300,2.97,6.49,136.2,972.950,0.4155,4.381
764,05/10/12 14:01:37,1.00,19.555,95.500,2.41,7.61,127.8,972.750,0.4162,4.393
765,05/10/12 14:16:37,0.00,20.913,93.900,2.41,5.94,126.4,972.350,0.4141,4.393
766,05/10/12 14:31:37,0.00,21.318,88.500,2.97,7.42,127.8,972.150,0.4102,4.363
767,05/10/12 14:46:37,0.00,21.485,87.300,2.97,7.79,136.2,972.450,0.4107,4.393
768,05/10/12 15:01:37,0.00,20.698,87.600,3.53,7.05,134.8,972.350,0.4088,4.369
769,05/10/12 15:16:37,0.00,21.056,86.400,3.15,6.12,130.6,972.250,0.4081,4.418
770,05/10/12 15:31:37,0.00,20.722,88.700,3.71,10.02,129.2,971.950,0.4055,4.387
771,05/10/12 15:46:37,0.00,20.984,89.600,3.34,6.68,134.8,971.550,0.4041,4.363
772,05/10/12 16:01:37,0.00,21.867,87.200,2.97,6.31,133.4,970.850,0.4055,4.393
773,05/10/12 16:16:37,0.00,21.867,85.700,3.34,8.53,130.6,970.850,0.4041,4.369
774,05/10/12 16:31:37,0.00,21.891,84.900,3.53,8.91,137.6,970.950,0.4029,4.418
775,05/10/12 16:46:37,0.00,22.058,86.300,2.97,6.68,139.0,970.850,0.4010,4.393
776,05/10/12 17:01:37,0.00,23.497,80.500,3.15,7.79,134.8,970.250,0.4022,4.363
777,05/10/12 17:16:37,0.00,23.400,79.600,4.08,8.91,137.6,969.850,0.4010,4.400
778,05/10/12 17:31:37,0.00,22.729,79.500,4.27,8.91,133.4,970.050,0.3997,4.381
779,05/10/12 17:46:37,0.00,22.537,81.200,2.97,7.42,130.6,970.350,0.3990,4.363
780,05/10/12 18:01:37,0.00,22.489,81.800,2.60,6.86,140.4,970.350,0.3978,4.375
781,05/10/12 18:16:37,0.00,22.513,82.300,3.90,8.91,147.4,970.450,0.3964,4.400
782,05/10/12 18:31:37,0.00,22.058,83.700,4.27,9.46,148.8,970.250,0.3964,4.369
783,05/10/12 18:46:37,0.00,21.963,85.100,3.71,6.31,150.2,970.150,0.3959,4.381
784,05/10/12 19:01:37,0.00,21.891,85.600,3.90,7.79,154.4,970.050,0.3952,4.369
785,05/10/12 19:16:37,0.00,21.557,88.300,2.97,6.12,154.4,969.950,0.3939,4.369
786,05/10/12 19:31:37,0.00,21.437,89.800,2.23,4.45,155.8,970.550,0.3939,4.363
787,05/10/12 19:46:37,0.00,21.199,91.900,1.48,4.08,167.1,971.550,0.3934,4.351
788,05/10/12 20:01:37,10.00,20.817,94.400,0.56,1.67,223.2,971.450,0.4004,4.345
789,05/10/12 20:16:37,4.00,20.579,96.200,0.56,1.48,216.2,971.450,0.4088,4.339
790,05/10/12 20:31:37,2.00,19.318,94.300,1.48,5.57,315.9,971.850,0.4102,4.339
791,05/10/12 20:46:37,28.00,16.844,97.900,2.60,5.57,345.4,972.650,0.4766,4.339
792,05/10/12 21:01:37,5.00,16.725,98.200,0.74,2.78,331.3,972.950,0.4651,4.339
793,05/10/12 21:16:37,3.00,16.534,98.100,2.04,4.64,346.8,972.950,0.4572,4.339
794,05/10/12 21:31:37,4.00,16.439,98.100,0.93,2.41,8.4,972.650,0.4543,4.339
795,05/10/12 21:46:37,1.00,16.296,98.100,1.11,4.08,64.6,971.650,0.4471,4.333
796,05/10/12 22:01:37,0.00,16.296,98.000,1.30,3.90,144.6,972.850,0.4401,4.333
797,05/10/12 22:16:37,0.00,16.249,97.800,0.74,2.04,98.3,972.950,0.4360,4.351
798,05/10/12 22:31:37,0.00,16.201,98.200,0.37,1.48,74.4,973.050,0.4317,4.333
799,05/10/12 22:46:37,0.00,16.082,98.300,0.37,2.23,42.1,973.050,0.4291,4.333
800,05/10/12 23:01:37,0.00,16.201,98.400,0.37,2.23,342.6,973.250,0.4255,4.333
801,05/10/12 23:16:37,0.00,16.272,98.500,0.74,1.86,353.8,973.350,0.4236,4.333
802,05/10/12 23:31:37,0.00,16.249,98.300,1.67,4.45,346.8,973.550,0.4209,4.321
803,05/10/12 23:46:37,0.00,16.320,98.200,1.48,3.53,352.4,973.650,0.4195,4.321
804,05/11/12 00:01:37,0.00,16.344,98.100,1.30,3.53,355.2,973.350,0.4174,4.321
805,05/11/12 00:16:37,0.00,16.272,98.200,1.30,3.34,351.0,973.150,0.4162,4.321
806,05/11/12 00:31:37,0.00,16.106,98.000,0.37,2.41,352.4,973.350,0.4155,4.321
807,05/11/12 00:46:37,0.00,15.986,98.200,0.37,1.86,348.2,972.850,0.4141,4.321
808,05/11/12 01:01:37,0.00,15.915,98.000,0.19,0.93,342.6,972.550,0.4121,4.321
809,05/11/12 01:16:37,0.00,16.129,98.200,0.19,1.11,332.7,972.550,0.4114,4.321
810,05/11/12 01:31:37,0.00,16.153,98.500,0.74,2.60,335.5,972.850,0.4102,4.321
811,05/11/12 01:46:37,0.00,16.392,98.400,1.11,2.60,339.7,972.850,0.4095,4.321
812,05/11/12 02:01:37,0.00,16.368,98.400,1.11,2.41,345.4,972.550,0.4081,4.321
813,05/11/12 02:16:37,0.00,16.320,98.600,0.56,1.48,353.8,972.150,0.4074,4.321
814,05/11/12 02:31:37,0.00,16.225,98.900,0.56,2.04,351.0,972.050,0.4069,4.321
815,05/11/12 02:46:37,0.00,16.058,99.000,0.56,2.41,352.4,971.750,0.4055,4.321
816,05/11/12 03:01:37,0.00,15.986,99.100,0.37,1.67,355.2,971.450,0.4048,4.321
817,05/11/12 03:16:37,0.00,15.939,99.200,0.19,1.48,355.2,971.150,0.4041,4.321
818,05/11/12 03:31:37,0.00,16.177,99.500,1.11,2.04,349.6,971.350,0.4041,4.321
819,05/11/12 03:46:37,1.00,16.368,99.300,1.30,2.41,345.4,971.350,0.4036,4.321
820,05/11/12 04:01:37,0.00,16.534,99.200,0.74,2.23,336.9,971.450,0.4022,4.321
821,05/11/12 04:16:37,0.00,16.606,99.100,0.93,2.60,346.8,971.350,0.4016,4.321
822,05/11/12 04:31:37,0.00,16.701,98.900,0.56,2.41,345.4,971.350,0.4016,4.321
823,05/11/12 04:46:37,0.00,16.773,98.700,0.37,1.30,0.0,971.250,0.4010,4.321
824,05/11/12 05:01:37,0.00,16.749,98.800,0.56,1.48,336.9,971.050,0.4004,4.321
825,05/11/12 05:16:37,0.00,16.773,99.000,0.93,2.04,345.4,971.150,0.3997,4.333
826,05/11/12 05:31:37,0.00,16.820,98.900,1.11,2.41,349.6,971.350,0.3990,4.321
827,05/11/12 05:46:37,0.00,16.892,99.000,0.37,1.48,335.5,971.750,0.3990,4.321
828,05/11/12 06:01:37,0.00,16.892,99.000,0.37,1.67,342.6,972.250,0.3985,4.321
829,05/11/12 06:16:37,0.00,16.868,99.300,0.56,1.30,344.0,972.450,0.3978,4.321
830,05/11/12 06:31:37,0.00,16.606,99.400,0.56,1.48,351.0,972.450,0.3978,4.321
831,05/11/12 06:46:37,0.00,16.415,99.500,0.74,1.86,346.8,972.750,0.3971,4.321
832,05/11/12 07:01:37,0.00,16.368,99.500,0.56,1.67,355.2,972.850,0.3964,4.321
833,05/11/12 07:16:37,0.00,16.392,99.500,0.37,1.48,355.2,973.050,0.3964,4.393
834,05/11/12 07:31:37,0.00,16.511,99.500,0.37,1.48,345.4,972.950,0.3959,4.393
835,05/11/12 07:46:37,0.00,16.987,99.400,0.00,0.00,341.2,973.250,0.3959,4.375
836,05/11/12 08:01:37,0.00,17.106,99.300,0.00,0.00,335.5,973.450,0.3959,4.393
837,05/11/12 08:16:37,0.00,17.272,99.100,0.00,0.00,335.5,973.850,0.3952,4.363
838,05/11/12 08:31:37,0.00,17.534,99.000,0.37,2.04,338.3,973.950,0.3952,4.381
839,05/11/12 08:46:37,0.00,17.962,98.400,0.93,2.04,339.7,974.150,0.3939,4.406
840,05/11/12 09:01:37,0.00,18.152,97.600,0.93,1.86,336.9,974.150,0.3939,4.381
841,05/11/12 09:16:37,0.00,18.913,95.500,0.93,2.04,328.5,973.950,0.3920,4.430
842,05/11/12 09:31:37,0.00,20.246,92.100,0.74,1.86,331.3,973.750,0.3920,4.393
843,05/11/12 09:46:37,0.00,21.294,89.500,0.93,2.23,297.6,974.150,0.3920,4.363
844,05/11/12 10:01:37,0.00,21.604,85.800,1.30,2.60,136.2,973.950,0.3927,4.418
845,05/11/12 10:16:37,0.00,22.489,81.200,1.48,3.90,136.2,973.950,0.3927,4.381
846,05/11/12 10:31:37,0.00,23.424,76.700,1.30,3.53,108.1,973.850,0.3915,4.393
847,05/11/12 10:46:37,0.00,22.776,78.400,1.30,2.78,99.7,973.850,0.3920,4.442
848,05/11/12 11:01:37,0.00,22.441,78.700,1.30,2.78,162.9,973.950,0.3920,4.400
849,05/11/12 11:16:37,0.00,22.393,80.400,1.30,2.41,169.9,973.950,0.3927,4.442
850,05/11/12 11:31:37,0.00,22.776,77.500,1.11,2.78,186.7,973.950,0.3920,4.393
851,05/11/12 11:46:37,0.00,24.581,71.800,0.56,1.48,178.3,973.850,0.3934,4.363
852,05/11/12 12:01:37,0.00,24.122,72.800,0.93,2.78,22.5,973.750,0.3939,4.393
853,05/11/12 12:16:37,0.00,25.137,67.800,0.93,2.78,339.7,973.750,0.3915,4.363
854,05/11/12 12:31:37,0.00,24.581,68.700,1.67,4.08,342.6,973.750,0.3909,4.418
855,05/11/12 12:46:37,0.00,24.532,69.900,1.11,2.60,352.4,973.650,0.3915,4.381
856,05/11/12 13:01:37,0.00,26.329,64.800,1.30,3.71,351.0,973.950,0.3890,4.357
857,05/11/12 13:16:37,0.00,25.574,64.800,1.11,3.34,7.0,973.950,0.3915,4.393
858,05/11/12 13:31:37,0.00,26.012,61.800,1.11,2.60,81.4,973.650,0.3883,4.363
859,05/11/12 13:46:37,0.00,26.109,60.600,1.30,3.15,287.8,973.750,0.3895,4.406
860,05/11/12 14:01:37,0.00,25.671,64.400,1.30,2.97,348.2,973.650,0.3883,4.375
861,05/11/12 14:16:37,0.00,25.963,60.800,1.30,2.60,74.4,973.850,0.3909,4.442
862,05/11/12 14:31:37,0.00,25.623,61.900,0.74,2.41,28.1,973.650,0.3902,4.393
863,05/11/12 14:46:37,0.00,24.653,69.900,2.04,3.71,154.4,973.550,0.3883,4.363
864,05/11/12 15:01:37,0.00,23.978,71.700,2.23,4.45,155.8,973.650,0.3877,4.369
865,05/11/12 15:16:37,0.00,23.352,84.500,0.74,2.97,150.2,973.850,0.3883,4.406
866,05/11/12 15:31:37,1.00,23.978,83.000,0.93,2.23,68.8,973.450,0.3883,4.381
867,05/11/12 15:46:37,0.00,24.484,80.900,1.30,2.78,78.6,973.650,0.3890,4.442
868,05/11/12 16:01:37,0.00,25.258,72.800,1.11,3.71,102.5,973.650,0.3890,4.393
869,05/11/12 16:16:37,0.00,24.750,74.400,1.30,2.78,116.5,973.550,0.3883,4.363
870,05/11/12 16:31:37,0.00,25.137,68.700,1.30,2.60,120.7,973.550,0.3877,4.400
871,05/11/12 16:46:37,0.00,25.720,69.100,1.11,2.41,120.7,973.350,0.3877,4.381
872,05/11/12 17:01:37,0.00,26.182,66.800,1.48,4.08,126.4,973.250,0.3883,4.442
873,05/11/12 17:16:37,0.00,26.109,64.400,1.30,2.97,129.2,973.450,0.3877,4.393
874,05/11/12 17:31:37,0.00,25.501,65.600,1.30,2.97,153.0,973.550,0.3883,4.363
875,05/11/12 17:46:37,0.00,26.256,64.500,1.48,2.78,134.8,973.450,0.3883,4.400
876,05/11/12 18:01:37,0.00,26.280,64.100,1.67,3.34,137.6,973.350,0.3872,4.369
877,05/11/12 18:16:37,0.00,26.426,65.200,1.30,2.97,133.4,973.450,0.3865,4.400
878,05/11/12 18:31:37,0.00,26.622,63.600,1.30,2.97,124.9,973.450,0.3865,4.369
879,05/11/12 18:46:37,0.00,25.137,65.600,0.93,3.34,94.1,973.350,0.3859,4.400
880,05/11/12 19:01:37,0.00,24.871,68.900,0.56,1.11,95.5,973.450,0.3847,4.363
881,05/11/12 19:16:37,0.00,23.641,77.100,0.93,1.86,91.3,973.750,0.3840,4.393
882,05/11/12 19:31:37,9.00,20.865,91.500,1.11,2.41,355.2,974.150,0.3859,4.363
883,05/11/12 19:46:37,6.00,20.722,93.700,0.74,2.04,345.4,974.450,0.3997,4.381
884,05/11/12 20:01:37,0.00,20.507,93.900,0.56,2.04,57.6,974.550,0.4036,4.363
885,05/11/12 20:16:37,0.00,20.412,94.400,0.19,1.11,160.0,974.750,0.4041,4.363
886,05/11/12 20:31:37,0.00,19.984,95.400,0.00,0.74,160.0,974.850,0.4041,4.351
887,05/11/12 20:46:37,0.00,19.888,96.300,0.00,0.19,160.0,975.150,0.4036,4.351
888,05/11/12 21:01:37,0.00,19.555,96.600,0.00,0.00,160.0,975.350,0.4036,4.345
889,05/11/12 21:16:37,0.00,19.651,97.200,0.00,0.74,160.0,975.450,0.4022,4.339
890,05/11/12 21:31:37,0.00,19.389,97.700,0.19,1.30,160.0,975.750,0.4016,4.339
891,05/11/12 21:46:37,1.00,19.294,97.800,0.00,0.00,160.0,975.750,0.4016,4.339
892,05/11/12 22:01:37,0.00,18.961,97.900,0.19,0.93,160.0,975.950,0.4010,4.339
893,05/11/12 22:16:37,0.00,18.723,97.900,0.00,0.00,160.0,976.150,0.4010,4.339
894,05/11/12 22:31:37,0.00,18.485,98.100,0.00,0.00,160.0,976.250,0.4004,4.339
895,05/11/12 22:46:37,0.00,18.271,98.300,0.19,1.48,161.5,976.650,0.4004,4.333
896,05/11/12 23:01:37,0.00,18.105,98.500,0.00,0.74,162.9,977.250,0.3997,4.333
897,05/11/12 23:16:37,0.00,17.962,98.700,0.00,0.93,162.9,977.250,0.3997,4.333
898,05/11/12 23:31:37,0.00,18.010,98.800,0.00,0.56,162.9,977.450,0.3990,4.333
899,05/11/12 23:46:37,0.00,18.057,98.700,0.00,0.56,162.9,977.650,0.3990,4.333
900,05/12/12 00:01:37,0.00,18.176,98.800,0.19,1.67,153.0,977.850,0.3985,4.333
901,05/12/12 00:16:37,0.00,18.105,98.700,0.19,1.11,1.4,977.950,0.3985,4.333
902,05/12/12 00:31:37,0.00,17.891,98.800,0.37,1.48,355.2,977.950,0.3978,4.333
903,05/12/12 00:46:37,0.00,17.819,99.000,0.19,0.93,355.2,978.250,0.3971,4.333
904,05/12/12 01:01:37,0.00,17.653,99.100,0.19,0.93,355.2,978.150,0.3971,4.321
905,05/12/12 01:16:37,0.00,17.510,99.000,0.00,1.30,355.2,978.350,0.3971,4.321
906,05/12/12 01:31:37,0.00,17.320,99.100,0.00,0.37,355.2,978.250,0.3971,4.321
907,05/12/12 01:46:37,0.00,17.153,99.300,0.00,0.19,355.2,978.350,0.3964,4.321
908,05/12/12 02:01:37,0.00,17.034,99.300,0.00,0.00,355.2,978.450,0.3964,4.321
909,05/12/12 02:16:37,0.00,16.796,99.400,0.00,0.00,355.2,978.450,0.3959,4.339
910,05/12/12 02:31:37,0.00,17.011,99.600,0.00,0.00,355.2,978.450,0.3959,4.321
911,05/12/12 02:46:37,0.00,16.368,99.400,0.00,0.00,355.2,978.450,0.3952,4.321
912,05/12/12 03:01:37,0.00,16.225,99.500,0.00,0.00,355.2,978.450,0.3952,4.321
913,05/12/12 03:16:37,0.00,16.225,99.700,0.00,0.00,355.2,978.450,0.3952,4.321
914,05/12/12 03:31:37,0.00,16.344,99.600,0.00,0.00,355.2,978.550,0.3939,4.321
915,05/12/12 03:46:37,0.00,16.296,99.600,0.00,0.56,355.2,978.550,0.3939,4.321
916,05/12/12 04:01:37,0.00,16.082,99.600,0.00,1.11,355.2,978.650,0.3939,4.321
917,05/12/12 04:16:37,0.00,15.796,99.600,0.00,0.74,355.2,978.750,0.3934,4.321
918,05/12/12 04:31:37,0.00,15.605,99.800,0.00,0.37,355.2,978.750,0.3934,4.321
919,05/12/12 04:46:37,0.00,15.533,99.700,0.00,0.74,355.2,978.950,0.3927,4.321
920,05/12/12 05:01:37,0.00,15.318,99.900,0.19,0.74,355.2,979.150,0.3927,4.321
921,05/12/12 05:16:37,0.00,15.390,99.900,0.19,1.48,355.2,979.250,0.3927,4.321
922,05/12/12 05:31:37,0.00,15.151,99.900,0.00,0.00,355.2,979.250,0.3927,4.321
923,05/12/12 05:46:37,0.00,14.984,99.900,0.00,0.19,355.2,979.250,0.3927,4.321
924,05/12/12 06:01:37,0.00,14.960,100.000,0.00,0.00,355.2,979.450,0.3934,4.321
925,05/12/12 06:16:37,0.00,15.031,100.000,0.00,0.00,355.2,979.750,0.3915,4.321
926,05/12/12 06:31:37,0.00,15.127,100.000,0.00,0.19,351.0,979.950,0.3915,4.321
927,05/12/12 06:46:37,0.00,15.461,99.800,1.11,2.78,346.8,980.250,0.3915,4.321
928,05/12/12 07:01:37,0.00,15.485,99.600,1.67,2.60,349.6,980.650,0.3909,4.321
929,05/12/12 07:16:37,0.00,16.034,99.000,1.48,2.78,355.2,980.850,0.3909,4.369
930,05/12/12 07:31:37,0.00,16.296,98.500,1.67,3.34,351.0,981.050,0.3902,4.418
931,05/12/12 07:46:37,0.00,16.773,97.800,1.67,3.71,349.6,981.350,0.3902,4.393
932,05/12/12 08:01:37,0.00,17.463,96.000,1.48,3.71,349.6,981.350,0.3895,4.363
933,05/12/12 08:16:37,0.00,18.010,94.500,1.67,4.08,349.6,981.350,0.3895,4.369
934,05/12/12 08:31:37,0.00,18.628,93.200,1.67,3.53,355.2,981.550,0.3890,4.400
935,05/12/12 08:46:37,0.00,19.151,90.600,1.67,3.90,352.4,981.750,0.3877,4.381
936,05/12/12 09:01:37,0.00,20.055,87.500,1.48,3.34,1.4,981.950,0.3890,4.418
937,05/12/12 09:16:37,0.00,20.484,83.900,1.48,3.90,8.4,982.050,0.3890,4.393
938,05/12/12 09:31:37,0.00,20.770,83.800,2.04,4.64,1.4,982.250,0.3909,4.363
939,05/12/12 09:46:37,0.00,20.650,82.800,1.86,5.20,8.4,982.250,0.3883,4.418
940,05/12/12 10:01:37,0.00,21.342,79.700,1.86,5.38,2.8,982.150,0.3895,4.381
941,05/12/12 10:16:37,0.00,22.417,76.900,1.86,4.82,11.2,982.150,0.3895,4.363
942,05/12/12 10:31:37,0.00,21.700,76.800,2.60,5.57,355.2,982.050,0.3890,4.400
943,05/12/12 10:46:37,0.00,22.393,73.800,1.86,4.64,22.5,982.050,0.3877,4.369
944,05/12/12 11:01:37,0.00,22.274,74.600,2.04,5.75,7.0,981.950,0.3890,4.430
945,05/12/12 11:16:37,0.00,22.776,72.600,2.04,5.94,14.0,981.950,0.3877,4.393
946,05/12/12 11:31:37,0.00,22.537,71.500,2.04,4.64,15.4,982.050,0.3890,4.363
947,05/12/12 11:46:37,0.00,22.848,70.900,1.86,4.27,32.3,981.850,0.3877,4.406
948,05/12/12 12:01:37,0.00,22.274,70.600,1.67,3.90,15.4,981.950,0.3883,4.381
949,05/12/12 12:16:37,0.00,22.537,70.200,2.23,6.31,8.4,981.950,0.3883,4.442
950,05/12/12 12:31:37,0.00,22.776,70.600,1.86,5.01,12.6,982.050,0.3877,4.393
951,05/12/12 12:46:37,0.00,22.561,68.800,2.04,4.64,12.6,981.750,0.3872,4.363
952,05/12/12 13:01:37,0.00,23.809,65.700,2.04,5.94,355.2,981.750,0.3872,4.418
953,05/12/12 13:16:37,0.00,23.472,65.700,1.67,4.08,22.5,981.650,0.3872,4.381
954,05/12/12 13:31:37,0.00,24.532,62.700,2.04,5.20,8.4,981.250,0.3854,4.363
955,05/12/12 13:46:37,0.00,24.557,64.100,2.04,5.94,8.4,981.350,0.3854,4.393
956,05/12/12 14:01:37,0.00,24.895,60.300,2.23,5.75,12.6,981.350,0.3840,4.363
957,05/12/12 14:16:37,0.00,23.689,61.000,2.23,5.20,353.8,981.350,0.3847,4.418
958,05/12/12 14:31:37,0.00,25.113,59.200,1.86,4.45,7.0,981.350,0.3847,4.381
959,05/12/12 14:46:37,0.00,25.210,57.900,1.48,3.53,19.7,981.050,0.3847,4.363
960,05/12/12 15:01:37,0.00,25.258,57.000,2.60,5.01,353.8,980.950,0.3829,4.393
961,05/12/12 15:16:37,0.00,24.750,57.400,2.23,5.94,355.2,980.950,0.3834,4.369
962,05/12/12 15:31:37,0.00,26.451,52.800,1.67,3.90,14.0,980.850,0.3822,4.418
963,05/12/12 15:46:37,0.00,25.647,52.300,2.41,5.20,348.2,980.550,0.3829,4.381
964,05/12/12 16:01:37,0.00,25.671,52.100,2.04,5.94,348.2,980.450,0.3811,4.363
965,05/12/12 16:16:37,0.00,25.016,55.300,2.23,4.64,355.2,980.450,0.3811,4.393
966,05/12/12 16:31:37,0.00,25.647,51.800,2.23,5.94,352.4,980.550,0.3829,4.369
967,05/12/12 16:46:37,0.00,25.744,53.000,2.04,4.45,0.0,980.450,0.3816,4.418
968,05/12/12 17:01:37,0.00,25.866,51.800,1.48,3.90,15.4,980.450,0.3811,4.381
969,05/12/12 17:16:37,0.00,25.501,51.800,1.86,4.64,355.2,980.450,0.3811,4.363
970,05/12/12 17:31:37,0.00,25.647,49.600,2.04,5.20,4.2,980.450,0.3816,4.393
971,05/12/12 17:46:37,0.00,25.793,54.200,1.67,4.82,8.4,980.250,0.3804,4.363
972,05/12/12 18:01:37,0.00,25.720,51.800,1.86,4.08,12.6,980.450,0.3798,4.406
973,05/12/12 18:16:37,0.00,24.412,54.800,1.86,5.01,12.6,980.550,0.3780,4.381
974,05/12/12 18:31:37,0.00,25.040,53.500,1.48,4.64,19.7,980.550,0.3780,4.418
975,05/12/12 18:46:37,0.00,24.171,56.300,1.67,3.53,18.3,980.750,0.3769,4.375
976,05/12/12 19:01:37,0.00,24.508,56.400,1.67,4.45,21.1,980.650,0.3762,4.393
977,05/12/12 19:16:37,0.00,23.256,59.100,1.11,4.27,16.8,980.850,0.3762,4.369
978,05/12/12 19:31:37,0.00,23.689,56.500,1.48,4.27,9.8,980.850,0.3762,4.393
979,05/12/12 19:46:37,0.00,23.352,58.900,1.11,3.34,14.0,980.950,0.3762,4.363
980,05/12/12 20:01:37,0.00,22.369,61.000,1.30,4.08,18.3,981.150,0.3758,4.369
981,05/12/12 20:16:37,0.00,21.581,63.700,1.11,2.78,19.7,981.250,0.3751,4.363
982,05/12/12 20:31:37,0.00,20.960,66.400,0.56,1.86,18.3,981.450,0.3746,4.351
983,05/12/12 20:46:37,0.00,20.341,68.800,0.19,1.11,33.7,981.950,0.3740,4.351
984,05/12/12 21:01:37,0.00,19.841,71.300,0.19,1.11,42.1,982.150,0.3729,4.345
985,05/12/12 21:16:37,0.00,19.603,73.100,0.56,1.86,25.3,982.150,0.3729,4.339
986,05/12/12 21:31:37,0.00,19.413,74.800,0.93,2.04,355.2,982.450,0.3722,4.339
987,05/12/12 21:46:37,0.00,19.103,76.800,0.93,1.67,355.2,982.450,0.3722,4.339
988,05/12/12 22:01:37,0.00,19.008,77.400,0.56,1.67,355.2,982.850,0.3716,4.339
989,05/12/12 22:16:37,0.00,18.747,78.700,0.74,1.48,2.8,983.150,0.3716,4.339
990,05/12/12 22:31:37,0.00,18.557,79.700,0.93,2.04,355.2,983.250,0.3711,4.339
991,05/12/12 22:46:37,0.00,18.485,80.000,1.30,2.60,352.4,983.250,0.3711,4.339
992,05/12/12 23:01:37,0.00,17.962,82.100,1.30,2.78,346.8,983.450,0.3705,4.333
993,05/12/12 23:16:37,0.00,17.748,83.500,1.48,2.41,351.0,983.450,0.3705,4.333
994,05/12/12 23:31:37,0.00,17.843,83.100,1.30,2.41,355.2,983.450,0.3699,4.333
995,05/12/12 23:46:37,0.00,17.748,83.200,1.30,2.41,352.4,983.450,0.3699,4.333
996,05/13/12 00:01:37,0.00,17.463,84.500,1.30,2.23,349.6,983.450,0.3699,4.333
997,05/13/12 00:16:37,0.00,17.605,83.700,0.93,2.23,352.4,983.450,0.3694,4.333
998,05/13/12 00:31:37,0.00,17.819,83.100,0.74,1.67,355.2,983.650,0.3694,4.333
999,05/13/12 00:46:37,0.00,17.605,83.500,1.11,2.60,352.4,983.850,0.3688,4.333
1000,05/13/12 01:01:37,0.00,16.106,88.700,1.30,2.23,328.5,983.850,0.3688,4.333
